"Country or Area","Year(s)","RESIDENCE AREA","Value","Value Footnotes"
"Portugal","2000","Rural","97",""
"Portugal","2000","Total","98",""
"Portugal","2000","Urban","99",""
"Qatar","2012","Total","100",""
"Qatar","2012","Urban","100",""
"Qatar","2012","Rural","100",""
"Qatar","2010","Total","100",""
"Qatar","2010","Urban","100",""
"Qatar","2010","Rural","100",""
"Qatar","2005","Total","100",""
"Qatar","2005","Urban","100",""
"Qatar","2005","Rural","100",""
"Qatar","2000","Total","100",""
"Qatar","2000","Urban","100",""
"Qatar","2000","Rural","100",""
"Republic of Korea","2012","Rural","88",""
"Republic of Korea","2012","Total","98",""
"Republic of Korea","2012","Urban","100",""
"Republic of Korea","2010","Rural","88",""
"Republic of Korea","2010","Total","98",""
"Republic of Korea","2010","Urban","100",""
"Republic of Korea","2005","Rural","83",""
"Republic of Korea","2005","Total","96",""
"Republic of Korea","2005","Urban","99",""
"Republic of Korea","2000","Rural","75",""
"Republic of Korea","2000","Total","93",""
"Republic of Korea","2000","Urban","98",""
"Republic of Moldova","2012","Rural","94",""
"Republic of Moldova","2012","Total","97",""
"Republic of Moldova","2012","Urban","99",""
"Republic of Moldova","2010","Rural","93",""
"Republic of Moldova","2010","Total","96",""
"Republic of Moldova","2010","Urban","99",""
"Republic of Moldova","2005","Rural","91",""
"Republic of Moldova","2005","Total","94",""
"Republic of Moldova","2005","Urban","99",""
"Republic of Moldova","2000","Rural","89",""
"Republic of Moldova","2000","Total","93",""
"Republic of Moldova","2000","Urban","99",""
"Romania","2012","Urban","99",""
"Romania","2010","Urban","99",""
"Romania","2005","Rural","76",""
"Romania","2005","Total","88",""
"Romania","2005","Urban","99",""
"Romania","2000","Rural","70",""
"Romania","2000","Total","84",""
"Romania","2000","Urban","97",""
"Russian Federation","2012","Rural","92",""
"Russian Federation","2012","Total","97",""
"Russian Federation","2012","Urban","99",""
"Russian Federation","2010","Rural","92",""
"Russian Federation","2010","Total","97",""
"Russian Federation","2010","Urban","99",""
"Russian Federation","2005","Rural","89",""
"Russian Federation","2005","Total","96",""
"Russian Federation","2005","Urban","98",""
"Russian Federation","2000","Rural","86",""
"Russian Federation","2000","Total","95",""
"Russian Federation","2000","Urban","98",""
"Rwanda","2012","Rural","68",""
"Rwanda","2012","Total","71",""
"Rwanda","2012","Urban","81",""
"Rwanda","2010","Rural","67",""
"Rwanda","2010","Total","70",""
"Rwanda","2010","Urban","82",""
"Rwanda","2005","Rural","65",""
"Rwanda","2005","Total","68",""
"Rwanda","2005","Urban","84",""
"Rwanda","2000","Rural","63",""
"Rwanda","2000","Total","66",""
"Rwanda","2000","Urban","86",""
"Saint Kitts and Nevis","2012","Total","98",""
"Saint Kitts and Nevis","2012","Urban","98",""
"Saint Kitts and Nevis","2012","Rural","98",""
"Saint Kitts and Nevis","2010","Total","98",""
"Saint Kitts and Nevis","2010","Urban","98",""
"Saint Kitts and Nevis","2010","Rural","98",""
"Saint Kitts and Nevis","2005","Total","98",""
"Saint Kitts and Nevis","2005","Urban","98",""
"Saint Kitts and Nevis","2005","Rural","98",""
"Saint Kitts and Nevis","2000","Total","98",""
"Saint Kitts and Nevis","2000","Urban","98",""
"Saint Kitts and Nevis","2000","Rural","98",""
"Saint Lucia","2012","Rural","93",""
"Saint Lucia","2012","Total","94",""
"Saint Lucia","2012","Urban","99",""
"Saint Lucia","2010","Rural","93",""
"Saint Lucia","2010","Total","94",""
"Saint Lucia","2010","Urban","98",""
"Saint Lucia","2005","Rural","93",""
"Saint Lucia","2005","Total","94",""
"Saint Lucia","2005","Urban","98",""
"Saint Lucia","2000","Rural","93",""
"Saint Lucia","2000","Total","94",""
"Saint Lucia","2000","Urban","97",""
"Saint Vincent and the Grenadines","2012","Urban","95",""
"Saint Vincent and the Grenadines","2012","Rural","95",""
"Saint Vincent and the Grenadines","2012","Total","95",""
"Saint Vincent and the Grenadines","2010","Urban","95",""
"Saint Vincent and the Grenadines","2010","Rural","95",""
"Saint Vincent and the Grenadines","2010","Total","95",""
"Saint Vincent and the Grenadines","2005","Urban","95",""
"Saint Vincent and the Grenadines","2005","Rural","95",""
"Saint Vincent and the Grenadines","2005","Total","95",""
"Saint Vincent and the Grenadines","2000","Urban","93",""
"Saint Vincent and the Grenadines","2000","Rural","93",""
"Saint Vincent and the Grenadines","2000","Total","93",""
"Samoa","2012","Urban","97",""
"Samoa","2012","Total","99",""
"Samoa","2012","Rural","99",""
"Samoa","2010","Urban","97",""
"Samoa","2010","Total","98",""
"Samoa","2010","Rural","98",""
"Samoa","2005","Total","95",""
"Samoa","2005","Rural","95",""
"Samoa","2005","Urban","97",""
"Samoa","2000","Rural","92",""
"Samoa","2000","Total","93",""
"Samoa","2000","Urban","97",""
"Sao Tome and Principe","2012","Rural","94",""
"Sao Tome and Principe","2012","Total","97",""
"Sao Tome and Principe","2012","Urban","99",""
"Sao Tome and Principe","2010","Rural","91",""
"Sao Tome and Principe","2010","Total","95",""
"Sao Tome and Principe","2010","Urban","98",""
"Sao Tome and Principe","2005","Rural","81",""
"Sao Tome and Principe","2005","Total","87",""
"Sao Tome and Principe","2005","Urban","92",""
"Sao Tome and Principe","2000","Rural","70",""
"Sao Tome and Principe","2000","Total","78",""
"Sao Tome and Principe","2000","Urban","86",""
"Saudi Arabia","2012","Urban","97",""
"Saudi Arabia","2012","Rural","97",""
"Saudi Arabia","2012","Total","97",""
"Saudi Arabia","2010","Urban","97",""
"Saudi Arabia","2010","Rural","97",""
"Saudi Arabia","2010","Total","97",""
"Saudi Arabia","2005","Total","97",""
"Saudi Arabia","2005","Urban","97",""
"Saudi Arabia","2005","Rural","97",""
"Saudi Arabia","2000","Urban","95",""
"Saudi Arabia","2000","Rural","95",""
"Saudi Arabia","2000","Total","95",""
"Senegal","2012","Rural","60",""
"Senegal","2012","Total","74",""
"Senegal","2012","Urban","92",""
"Senegal","2010","Rural","59",""
"Senegal","2010","Total","73",""
"Senegal","2010","Urban","92",""
"Senegal","2005","Rural","54",""
"Senegal","2005","Total","70",""
"Senegal","2005","Urban","91",""
"Senegal","2000","Rural","50",""
"Senegal","2000","Total","66",""
"Senegal","2000","Urban","90",""
"Serbia","2012","Total","99",""
"Serbia","2012","Urban","99",""
"Serbia","2012","Rural","99",""
"Serbia","2010","Total","99",""
"Serbia","2010","Urban","99",""
"Serbia","2010","Rural","99",""
"Serbia","2005","Total","99",""
"Serbia","2005","Rural","99",""
"Serbia","2005","Urban","100",""
"Serbia","2000","Rural","99",""
"Serbia","2000","Total","100",""
"Serbia","2000","Urban","100",""
"Seychelles","2012","Urban","96",""
"Seychelles","2012","Rural","96",""
"Seychelles","2012","Total","96",""
"Seychelles","2010","Total","96",""
"Seychelles","2010","Urban","96",""
"Seychelles","2010","Rural","96",""
"Seychelles","2005","Total","96",""
"Seychelles","2005","Urban","96",""
"Seychelles","2005","Rural","96",""
"Seychelles","2000","Total","96",""
"Seychelles","2000","Urban","96",""
"Seychelles","2000","Rural","96",""
"Sierra Leone","2012","Rural","42",""
"Sierra Leone","2012","Total","60",""
"Sierra Leone","2012","Urban","87",""
"Sierra Leone","2010","Rural","41",""
"Sierra Leone","2010","Total","58",""
"Sierra Leone","2010","Urban","85",""
"Sierra Leone","2005","Rural","36",""
"Sierra Leone","2005","Total","53",""
"Sierra Leone","2005","Urban","80",""
"Sierra Leone","2000","Rural","31",""
"Sierra Leone","2000","Total","47",""
"Sierra Leone","2000","Urban","76",""
"Singapore","2012","Total","100",""
"Singapore","2012","Urban","100",""
"Singapore","2010","Total","100",""
"Singapore","2010","Urban","100",""
"Singapore","2005","Total","100",""
"Singapore","2005","Urban","100",""
"Singapore","2000","Total","100",""
"Singapore","2000","Urban","100",""
"Slovakia","2012","Total","100",""
"Slovakia","2012","Urban","100",""
"Slovakia","2012","Rural","100",""
"Slovakia","2010","Total","100",""
"Slovakia","2010","Urban","100",""
"Slovakia","2010","Rural","100",""
"Slovakia","2005","Total","100",""
"Slovakia","2005","Urban","100",""
"Slovakia","2005","Rural","100",""
"Slovakia","2000","Total","100",""
"Slovakia","2000","Urban","100",""
"Slovakia","2000","Rural","100",""
"Slovenia","2012","Rural","99",""
"Slovenia","2012","Total","100",""
"Slovenia","2012","Urban","100",""
"Slovenia","2010","Rural","99",""
"Slovenia","2010","Total","100",""
"Slovenia","2010","Urban","100",""
"Slovenia","2005","Rural","99",""
"Slovenia","2005","Total","100",""
"Slovenia","2005","Urban","100",""
"Slovenia","2000","Rural","99",""
"Slovenia","2000","Total","100",""
"Slovenia","2000","Urban","100",""
"Solomon Islands","2012","Rural","77",""
"Solomon Islands","2012","Total","81",""
"Solomon Islands","2012","Urban","93",""
"Solomon Islands","2010","Rural","77",""
"Solomon Islands","2010","Total","80",""
"Solomon Islands","2010","Urban","93",""
"Solomon Islands","2005","Rural","77",""
"Solomon Islands","2005","Total","80",""
"Solomon Islands","2005","Urban","93",""
"Solomon Islands","2000","Rural","77",""
"Solomon Islands","2000","Total","80",""
"Solomon Islands","2000","Urban","93",""
"Somalia","2010","Rural","9",""
"Somalia","2010","Total","31",""
"Somalia","2010","Urban","70",""
"Somalia","2005","Rural","11",""
"Somalia","2005","Total","28",""
"Somalia","2005","Urban","60",""
"Somalia","2000","Rural","16",""
"Somalia","2000","Total","23",""
"Somalia","2000","Urban","38",""
"South Africa","2012","Rural","88",""
"South Africa","2012","Total","95",""
"South Africa","2012","Urban","99",""
"South Africa","2010","Rural","85",""
"South Africa","2010","Total","94",""
"South Africa","2010","Urban","99",""
"South Africa","2005","Rural","79",""
"South Africa","2005","Total","90",""
"South Africa","2005","Urban","99",""
"South Africa","2000","Rural","72",""
"South Africa","2000","Total","87",""
"South Africa","2000","Urban","98",""
"South Sudan","2012","Rural","55",""
"South Sudan","2012","Total","57",""
"South Sudan","2012","Urban","63",""
"Spain","2012","Total","100",""
"Spain","2012","Urban","100",""
"Spain","2012","Rural","100",""
"Spain","2010","Total","100",""
"Spain","2010","Urban","100",""
"Spain","2010","Rural","100",""
"Spain","2005","Total","100",""
"Spain","2005","Urban","100",""
"Spain","2005","Rural","100",""
"Spain","2000","Total","100",""
"Spain","2000","Urban","100",""
"Spain","2000","Rural","100",""
"Sri Lanka","2012","Rural","93",""
"Sri Lanka","2012","Total","94",""
"Sri Lanka","2012","Urban","99",""
"Sri Lanka","2010","Rural","90",""
"Sri Lanka","2010","Total","91",""
"Sri Lanka","2010","Urban","98",""
"Sri Lanka","2005","Rural","83",""
"Sri Lanka","2005","Total","85",""
"Sri Lanka","2005","Urban","97",""
"Sri Lanka","2000","Rural","76",""
"Sri Lanka","2000","Total","79",""
"Sri Lanka","2000","Urban","95",""
"Sudan","2012","Rural","50",""
"Sudan","2012","Total","55",""
"Sudan","2012","Urban","66",""
"Sudan","2010","Rural","50",""
"Sudan","2010","Total","55",""
"Sudan","2010","Urban","66",""
"Sudan","2005","Rural","53",""
"Sudan","2005","Total","58",""
"Sudan","2005","Urban","71",""
"Sudan","2000","Rural","56",""
"Sudan","2000","Total","62",""
"Sudan","2000","Urban","76",""
"Suriname","2012","Rural","88",""
"Suriname","2012","Total","95",""
"Suriname","2012","Urban","98",""
"Suriname","2010","Rural","86",""
"Suriname","2010","Total","94",""
"Suriname","2010","Urban","98",""
"Suriname","2005","Rural","79",""
"Suriname","2005","Total","92",""
"Suriname","2005","Urban","98",""
"Suriname","2000","Rural","73",""
"Suriname","2000","Total","89",""
"Suriname","2000","Urban","98",""
"Swaziland","2012","Rural","69",""
"Swaziland","2012","Total","74",""
"Swaziland","2012","Urban","94",""
"Swaziland","2010","Rural","64",""
"Swaziland","2010","Total","70",""
"Swaziland","2010","Urban","93",""
"Swaziland","2005","Rural","53",""
"Swaziland","2005","Total","61",""
"Swaziland","2005","Urban","91",""
"Swaziland","2000","Rural","41",""
"Swaziland","2000","Total","52",""
"Swaziland","2000","Urban","89",""
"Sweden","2012","Total","100",""
"Sweden","2012","Urban","100",""
"Sweden","2012","Rural","100",""
"Sweden","2010","Total","100",""
"Sweden","2010","Urban","100",""
"Sweden","2010","Rural","100",""
"Sweden","2005","Total","100",""
"Sweden","2005","Urban","100",""
"Sweden","2005","Rural","100",""
"Sweden","2000","Total","100",""
"Sweden","2000","Urban","100",""
"Sweden","2000","Rural","100",""
"Switzerland","2012","Total","100",""
"Switzerland","2012","Urban","100",""
"Switzerland","2012","Rural","100",""
"Switzerland","2010","Total","100",""
"Switzerland","2010","Urban","100",""
"Switzerland","2010","Rural","100",""
"Switzerland","2005","Total","100",""
"Switzerland","2005","Urban","100",""
"Switzerland","2005","Rural","100",""
"Switzerland","2000","Total","100",""
"Switzerland","2000","Urban","100",""
"Switzerland","2000","Rural","100",""
"Syrian Arab Republic","2012","Rural","87",""
"Syrian Arab Republic","2012","Total","90",""
"Syrian Arab Republic","2012","Urban","92",""
"Syrian Arab Republic","2010","Rural","86",""
"Syrian Arab Republic","2010","Total","90",""
"Syrian Arab Republic","2010","Urban","93",""
"Syrian Arab Republic","2005","Rural","82",""
"Syrian Arab Republic","2005","Total","89",""
"Syrian Arab Republic","2005","Urban","94",""
"Syrian Arab Republic","2000","Rural","79",""
"Syrian Arab Republic","2000","Total","88",""
"Syrian Arab Republic","2000","Urban","95",""
"Tajikistan","2012","Rural","64",""
"Tajikistan","2012","Total","72",""
"Tajikistan","2012","Urban","93",""
"Tajikistan","2010","Rural","61",""
"Tajikistan","2010","Total","70",""
"Tajikistan","2010","Urban","93",""
"Tajikistan","2005","Rural","55",""
"Tajikistan","2005","Total","65",""
"Tajikistan","2005","Urban","93",""
"Tajikistan","2000","Rural","48",""
"Tajikistan","2000","Total","60",""
"Tajikistan","2000","Urban","92",""
"Thailand","2012","Rural","95",""
"Thailand","2012","Total","96",""
"Thailand","2012","Urban","97",""
"Thailand","2010","Rural","95",""
"Thailand","2010","Total","96",""
"Thailand","2010","Urban","97",""
"Thailand","2005","Rural","93",""
"Thailand","2005","Total","94",""
"Thailand","2005","Urban","97",""
"Thailand","2000","Rural","90",""
"Thailand","2000","Total","92",""
"Thailand","2000","Urban","97",""
"The former Yugoslav Republic of Macedonia","2012","Total","99",""
"The former Yugoslav Republic of Macedonia","2012","Rural","99",""
"The former Yugoslav Republic of Macedonia","2012","Urban","100",""
"The former Yugoslav Republic of Macedonia","2010","Total","99",""
"The former Yugoslav Republic of Macedonia","2010","Rural","99",""
"The former Yugoslav Republic of Macedonia","2010","Urban","100",""
"The former Yugoslav Republic of Macedonia","2005","Total","99",""
"The former Yugoslav Republic of Macedonia","2005","Rural","99",""
"The former Yugoslav Republic of Macedonia","2005","Urban","100",""
"The former Yugoslav Republic of Macedonia","2000","Total","99",""
"The former Yugoslav Republic of Macedonia","2000","Rural","99",""
"The former Yugoslav Republic of Macedonia","2000","Urban","100",""
"Timor-Leste","2012","Rural","61",""
"Timor-Leste","2012","Total","70",""
"Timor-Leste","2012","Urban","95",""
"Timor-Leste","2010","Rural","59",""
"Timor-Leste","2010","Total","68",""
"Timor-Leste","2010","Urban","91",""
"Timor-Leste","2005","Rural","54",""
"Timor-Leste","2005","Total","61",""
"Timor-Leste","2005","Urban","80",""
"Timor-Leste","2000","Rural","50",""
"Timor-Leste","2000","Total","54",""
"Timor-Leste","2000","Urban","69",""
"Togo","2012","Rural","41",""
"Togo","2012","Total","61",""
"Togo","2012","Urban","92",""
"Togo","2010","Rural","41",""
"Togo","2010","Total","59",""
"Togo","2010","Urban","90",""
"Togo","2005","Rural","40",""
"Togo","2005","Total","56",""
"Togo","2005","Urban","87",""
"Togo","2000","Rural","38",""
"Togo","2000","Total","53",""
"Togo","2000","Urban","85",""
"Tonga","2012","Total","99",""
"Tonga","2012","Urban","99",""
"Tonga","2012","Rural","99",""
"Tonga","2010","Total","99",""
"Tonga","2010","Urban","99",""
"Tonga","2010","Rural","99",""
"Tonga","2005","Urban","98",""
"Tonga","2005","Total","99",""
"Tonga","2005","Rural","99",""
"Tonga","2000","Urban","98",""
"Tonga","2000","Total","99",""
"Tonga","2000","Rural","99",""
"Trinidad and Tobago","2012","Urban","97",""
"Trinidad and Tobago","2010","Rural","93",""
"Trinidad and Tobago","2010","Total","94",""
"Trinidad and Tobago","2010","Urban","97",""
"Trinidad and Tobago","2005","Total","93",""
"Trinidad and Tobago","2005","Rural","93",""
"Trinidad and Tobago","2005","Urban","97",""
"Trinidad and Tobago","2000","Total","92",""
"Trinidad and Tobago","2000","Rural","92",""
"Trinidad and Tobago","2000","Urban","96",""
"Tunisia","2012","Rural","90",""
"Tunisia","2012","Total","97",""
"Tunisia","2012","Urban","100",""
"Tunisia","2010","Rural","88",""
"Tunisia","2010","Total","96",""
"Tunisia","2010","Urban","100",""
"Tunisia","2005","Rural","82",""
"Tunisia","2005","Total","93",""
"Tunisia","2005","Urban","99",""
"Tunisia","2000","Rural","76",""
"Tunisia","2000","Total","89",""
"Tunisia","2000","Urban","97",""
"Turkey","2012","Rural","99",""
"Turkey","2012","Total","100",""
"Turkey","2012","Urban","100",""
"Turkey","2010","Rural","99",""
"Turkey","2010","Total","100",""
"Turkey","2010","Urban","100",""
"Turkey","2005","Rural","92",""
"Turkey","2005","Total","96",""
"Turkey","2005","Urban","99",""
"Turkey","2000","Rural","85",""
"Turkey","2000","Total","93",""
"Turkey","2000","Urban","97",""
"Turkmenistan","2012","Rural","54",""
"Turkmenistan","2012","Total","71",""
"Turkmenistan","2012","Urban","89",""
"Turkmenistan","2010","Rural","54",""
"Turkmenistan","2010","Total","71",""
"Turkmenistan","2010","Urban","89",""
"Turkmenistan","2005","Rural","60",""
"Turkmenistan","2005","Total","75",""
"Turkmenistan","2005","Urban","92",""
"Turkmenistan","2000","Rural","72",""
"Turkmenistan","2000","Total","83",""
"Turkmenistan","2000","Urban","97",""
"Tuvalu","2012","Rural","97",""
"Tuvalu","2012","Total","98",""
"Tuvalu","2012","Urban","98",""
"Tuvalu","2010","Rural","97",""
"Tuvalu","2010","Total","98",""
"Tuvalu","2010","Urban","98",""
"Tuvalu","2005","Rural","95",""
"Tuvalu","2005","Total","96",""
"Tuvalu","2005","Urban","97",""
"Tuvalu","2000","Rural","93",""
"Tuvalu","2000","Total","94",""
"Tuvalu","2000","Urban","95",""
"Uganda","2012","Rural","71",""
"Uganda","2012","Total","75",""
"Uganda","2012","Urban","95",""
"Uganda","2010","Rural","68",""
"Uganda","2010","Total","72",""
"Uganda","2010","Urban","93",""
"Uganda","2005","Rural","60",""
"Uganda","2005","Total","64",""
"Uganda","2005","Urban","89",""
"Uganda","2000","Rural","53",""
"Uganda","2000","Total","56",""
"Uganda","2000","Urban","85",""
"Ukraine","2012","Total","98",""
"Ukraine","2012","Urban","98",""
"Ukraine","2012","Rural","98",""
"Ukraine","2010","Total","98",""
"Ukraine","2010","Urban","98",""
"Ukraine","2010","Rural","98",""
"Ukraine","2005","Rural","95",""
"Ukraine","2005","Total","98",""
"Ukraine","2005","Urban","99",""
"Ukraine","2000","Rural","92",""
"Ukraine","2000","Total","97",""
"Ukraine","2000","Urban","99",""
"United Arab Emirates","2012","Total","100",""
"United Arab Emirates","2012","Urban","100",""
"United Arab Emirates","2012","Rural","100",""
"United Arab Emirates","2010","Total","100",""
"United Arab Emirates","2010","Urban","100",""
"United Arab Emirates","2010","Rural","100",""
"United Arab Emirates","2005","Total","100",""
"United Arab Emirates","2005","Urban","100",""
"United Arab Emirates","2005","Rural","100",""
"United Arab Emirates","2000","Total","100",""
"United Arab Emirates","2000","Urban","100",""
"United Arab Emirates","2000","Rural","100",""
"United Kingdom","2012","Total","100",""
"United Kingdom","2012","Urban","100",""
"United Kingdom","2012","Rural","100",""
"United Kingdom","2010","Total","100",""
"United Kingdom","2010","Urban","100",""
"United Kingdom","2010","Rural","100",""
"United Kingdom","2005","Total","100",""
"United Kingdom","2005","Urban","100",""
"United Kingdom","2005","Rural","100",""
"United Kingdom","2000","Total","100",""
"United Kingdom","2000","Urban","100",""
"United Kingdom","2000","Rural","100",""
"United Republic of Tanzania","2012","Rural","44",""
"United Republic of Tanzania","2012","Total","53",""
"United Republic of Tanzania","2012","Urban","78",""
"United Republic of Tanzania","2010","Rural","44",""
"United Republic of Tanzania","2010","Total","53",""
"United Republic of Tanzania","2010","Urban","79",""
"United Republic of Tanzania","2005","Rural","45",""
"United Republic of Tanzania","2005","Total","54",""
"United Republic of Tanzania","2005","Urban","83",""
"United Republic of Tanzania","2000","Rural","45",""
"United Republic of Tanzania","2000","Total","54",""
"United Republic of Tanzania","2000","Urban","87",""
"United States of America","2012","Rural","98",""
"United States of America","2012","Total","99",""
"United States of America","2012","Urban","99",""
"United States of America","2010","Rural","98",""
"United States of America","2010","Total","99",""
"United States of America","2010","Urban","99",""
"United States of America","2005","Rural","97",""
"United States of America","2005","Total","99",""
"United States of America","2005","Urban","100",""
"United States of America","2000","Rural","96",""
"United States of America","2000","Total","99",""
"United States of America","2000","Urban","100",""
"Uruguay","2012","Rural","95",""
"Uruguay","2012","Total","99",""
"Uruguay","2012","Urban","100",""
"Uruguay","2010","Rural","93",""
"Uruguay","2010","Total","99",""
"Uruguay","2010","Urban","100",""
"Uruguay","2005","Rural","87",""
"Uruguay","2005","Total","98",""
"Uruguay","2005","Urban","99",""
"Uruguay","2000","Rural","81",""
"Uruguay","2000","Total","97",""
"Uruguay","2000","Urban","99",""
"Uzbekistan","2012","Rural","81",""
"Uzbekistan","2012","Total","87",""
"Uzbekistan","2012","Urban","98",""
"Uzbekistan","2010","Rural","81",""
"Uzbekistan","2010","Total","87",""
"Uzbekistan","2010","Urban","98",""
"Uzbekistan","2005","Rural","82",""
"Uzbekistan","2005","Total","88",""
"Uzbekistan","2005","Urban","98",""
"Uzbekistan","2000","Rural","83",""
"Uzbekistan","2000","Total","89",""
"Uzbekistan","2000","Urban","98",""
"Vanuatu","2012","Rural","88",""
"Vanuatu","2012","Total","91",""
"Vanuatu","2012","Urban","98",""
"Vanuatu","2010","Rural","87",""
"Vanuatu","2010","Total","89",""
"Vanuatu","2010","Urban","98",""
"Vanuatu","2005","Rural","79",""
"Vanuatu","2005","Total","83",""
"Vanuatu","2005","Urban","97",""
"Vanuatu","2000","Rural","71",""
"Vanuatu","2000","Total","76",""
"Vanuatu","2000","Urban","96",""
"Venezuela (Bolivarian Republic of)","2005","Rural","75",""
"Venezuela (Bolivarian Republic of)","2005","Total","93",""
"Venezuela (Bolivarian Republic of)","2005","Urban","94",""
"Venezuela (Bolivarian Republic of)","2000","Rural","74",""
"Venezuela (Bolivarian Republic of)","2000","Total","92",""
"Venezuela (Bolivarian Republic of)","2000","Urban","94",""
"Viet Nam","2012","Rural","94",""
"Viet Nam","2012","Total","95",""
"Viet Nam","2012","Urban","98",""
"Viet Nam","2010","Rural","90",""
"Viet Nam","2010","Total","92",""
"Viet Nam","2010","Urban","98",""
"Viet Nam","2005","Rural","81",""
"Viet Nam","2005","Total","85",""
"Viet Nam","2005","Urban","96",""
"Viet Nam","2000","Rural","72",""
"Viet Nam","2000","Total","77",""
"Viet Nam","2000","Urban","94",""
"Yemen","2012","Rural","47",""
"Yemen","2012","Total","55",""
"Yemen","2012","Urban","72",""
"Yemen","2010","Rural","47",""
"Yemen","2010","Total","55",""
"Yemen","2010","Urban","72",""
"Yemen","2005","Rural","49",""
"Yemen","2005","Total","56",""
"Yemen","2005","Urban","76",""
"Yemen","2000","Rural","52",""
"Yemen","2000","Total","60",""
"Yemen","2000","Urban","83",""
"Zambia","2012","Rural","49",""
"Zambia","2012","Total","63",""
"Zambia","2012","Urban","85",""
"Zambia","2010","Rural","47",""
"Zambia","2010","Total","62",""
"Zambia","2010","Urban","85",""
"Zambia","2005","Rural","41",""
"Zambia","2005","Total","57",""
"Zambia","2005","Urban","86",""
"Zambia","2000","Rural","35",""
"Zambia","2000","Total","53",""
"Zambia","2000","Urban","87",""
"Zimbabwe","2012","Rural","69",""
"Zimbabwe","2012","Total","80",""
"Zimbabwe","2012","Urban","97",""
"Zimbabwe","2010","Rural","69",""
"Zimbabwe","2010","Total","80",""
"Zimbabwe","2010","Urban","98",""
"Zimbabwe","2005","Rural","69",""
"Zimbabwe","2005","Total","80",""
"Zimbabwe","2005","Urban","98",""
"Zimbabwe","2000","Rural","70",""
"Zimbabwe","2000","Total","80",""
"Zimbabwe","2000","Urban","99",""

